"PermisoId","NumeroPermiso","RazonSocial","Calle","CodigoPostal","Colonia","Latitud","Longitud","Regular","Premium","Diesel","FechaAplicacion"
"3716","PL/2191/EXP/ES/2015","Gasolinera Independencia S.A. de C.V.","Carretera San Nicolas-Salvatierra s/n","38930","","20.24195","-100.9659","16.09","17.86","17.16",""
"3717","PL/2056/EXP/ES/2015","ESTACION DE SERVICIO CARCEL  S.A. DE C.V.","Carrt. México Pachuca Km.69+300  Zapotlán De Juárez","42190","","19.96653","-98.85635","15.79","17.56","16.89",""
"3718","PL/2055/EXP/ES/2015","COMBUSTIBLES LOS SABINOS  S.A. DE C.V.","Camino Al Venado Ote No.3000   Los Sabinos  Allende","67353","","25.32756","-99.98564","16.23","18.11","16.96",""
"3719","PL/2176/EXP/ES/2015","KANZ COMBUSTIBLES TRES  S. A. DE C. V. ","Av. 11 No. 3201 Esquina Calle 32  Dos Caminos  Cordoba","94500","","18.90128","-96.95161","15.62","17.39","16.69",""
"3720","PL/2194/EXP/ES/2015","GRUPO GASOLINERO RIVAS SA DE CV","Calzada Solidaridad No. 327  Lomas de Galicia  Municipio de Guadalupe","98610","","22.77144","-102.5354","16.11","17.9","17.18",""
"3721","PL/2126/EXP/ES/2015","OPERADORA LAS AMERICAS  S.A. DE C.V.","Boulevard Adolfo Ruíz Cortis No. 3289  Colonia Fracc. de las Américas  Boca del Río","94299","","19.145","-96.1044","15.33","17.11","","1/10/2017 6:00:00 AM"
"3722","PL/2086/EXP/ES/2015","JUAN RAFAEL PINTO VELASCO","Av.Gonzalo de Sandoval No.1300  Col. Revolución Colima","28040","","19.24146","-103.6974","16.14","","",""
"3722","PL/2086/EXP/ES/2015","JUAN RAFAEL PINTO VELASCO","Av.Gonzalo de Sandoval No.1300  Col. Revolución Colima","28040","","19.24146","-103.6974","","17.9","","1/1/2017 12:29:00 AM"
"3724","PL/2103/EXP/ES/2015","NAFTA Y LUBRIFICANTES  S.C DE R.L. DE C.V ","Av. Sabalo Cerritos  Fracc. Cerritos Resort s/n","82112","","23.29917","-106.4808","15.94","17.71","17.04",""
"3725","PL/2202/EXP/ES/2015","MARREGO  S.A. DE C.V.","Prolongación Avenida del Peñon Esquina Acuitla s/n  Acuitlapilco Chimalhuacán Estado de México","56364","","19.42922","-98.93576","16.32","18.19","",""
"3726","PL/2200/EXP/ES/2015","MARIA DEL CARMEN URRUTIA VAZQUEZ","Heriberto Enríquez No. 1010  Azteca  Toluca","50180","","19.26424","-99.6455","15.97","17.74","",""
"3727","PL/2149/EXP/ES/2015","SERVICIO XOCHIACA  S.A. DE C.V.","Prol. Bordo Xochiaca  Esq. Av. Del Peñon s/n  Tlatelco  Chimalhuacan","56355","","19.41208","-98.97904","16.32","18.19","17.06",""
"3728","PL/2181/EXP/ES/2015","Servicio el Rescaño  S.A. de C.V.","Vía Morelos No. 484  Urbana Ixhuatepec  Ecatepec de Morelos","55540","","19.52538","-99.0844","16.32","18.2","17.07",""
"3729","PL/2226/EXP/ES/2015","DISTRIBUIDORA DE COMBUSTIBLES CABRERA S.A. DE C.V.","Av. A San Juan Tianguismanalco No.5304-A  Cabrera Atlixco","74360","","18.92569","-98.45305","15.78","17.55","16.85","1/7/2017 11:59:00 PM"
"3731","PL/2138/EXP/ES/2015","BESGAS  S.A. DE C.V.","Carretera Jilotepec-Corrales Km. 5  San Pablo Huantepec  Municipio de Jilotepec","54240","","19.96159","-99.4876","15.83","17.6","16.92",""
"3732","PL/2233/EXP/ES/2015","GASOLINERAS SUREÑAS  S. DE R.L. DE C.V.","Carretera Ixpantepec Nieves - Silacayoapan km. 25.5  Silacayoapan","69413","","17.51684","-97.13497","16.1","","17.17",""
"3733","PL/2192/EXP/ES/2015","GASOLINA Y LUBRICANTES PASO LIMON SA DE CV","Libramiento Norte Oriente No. 2830  Paso Limón  Tuxtla Gutierrez","29049","","16.75552","-93.08186","15.73","17.5","",""
"3734","PL/2050/EXP/ES/2015","EGSA S.A. DE C.V.","Carrt. Estatal Cunduacan a la Isla Km.2  Rancheria Huapacal 2da. Secc.","86696","","18.04337","-93.15479","15.56","17.34","16.63",""
"3735","PL/2206/EXP/ES/2015","GENERAL DE COMBUSTIBLES SA DE CV ","Carretera Culicacán Navolato No. 927 Ote. Navolato","80323","","24.75539","-107.6898","16.24","18.01","17.34",""
"3736","PL/2148/EXP/ES/2015","SERVICIO LOS PATOS  S.A. DE C.V.","Av. de los Patos Esq. Av. Del Peñon s/n  San Pedro   Chimalhuacan ","56330","","19.4308","-98.94791","16.32","18.19","17.06",""
"3737","PL/2131/EXP/ES/2015","COMBUSTIBLES DE HUAJUAPAN  S.A. DE C.V.","Huajuapan -Tehuacan No. 110  Corazón de Jesús primera asección  Heroica Ciudad de Huajuapan de León","69000","","17.82551","-97.74348","15.77","17.54","16.84",""
"3738","PL/2231/EXP/ES/2015","JUAN ANTONIO VERA CARRIZAL","Carretera Huajuapan - Putla s/n  San Sebastián  Tecomaxtlahuaca","29740","","17.36101","-98.01881","15.77","","16.84",""
"3741","PL/2111/EXP/ES/2015","EDUARDO DE LA GARZA  S. DE R.L. DE C.V. ","Av. Hidalgo No.803 Norte  Colonia Centro  Linares  Nuevo León ","67700","","24.86033","-99.57065","16.46","18.22","17.54",""
"3744","PL/2130/EXP/ES/2015","Leira  S.A. de C.V.","Carretera Federal México Texcoco Km.22.300  La Magdalena Atlicpac  Los Reyes la Paz","56525","","19.36442","-98.95059","","","17.06","1/5/2017 2:02:00 PM"
"3744","PL/2130/EXP/ES/2015","Leira  S.A. de C.V.","Carretera Federal México Texcoco Km.22.300  La Magdalena Atlicpac  Los Reyes la Paz","56525","","19.36442","-98.95059","16.32","","","1/5/2017 2:03:00 PM"
"3744","PL/2130/EXP/ES/2015","Leira  S.A. de C.V.","Carretera Federal México Texcoco Km.22.300  La Magdalena Atlicpac  Los Reyes la Paz","56525","","19.36442","-98.95059","","18.19","","1/5/2017 2:04:00 PM"
"3745","PL/2232/EXP/ES/2015","JUAN ANTONIO VERA CARRIZAL","Av. Constituyentes No.54  Federalismo  Huajuapam de León","69000","","17.80688","-97.80843","15.77","17.54","16.84",""
"3746","PL/2174/EXP/ES/2015","SERVICIO LILAMAR  S.A. DE C.V.","Av. 16 de Septiembre No. 84  Centro   Loma Bonita","68400","","18.10366","-95.87931","15.61","17.38","","1/6/2017 11:32:00 AM"
"3747","PL/2128/EXP/ES/2015","Gasolinera Cortijo La Morena  S.A. de C.V.","AV. Prolongación 16 de Septiembre S/N  San Pablo  Texcoco","56116","","19.51846","-98.88062","16.32","18.2","","1/5/2017 1:30:00 PM"
"3749","PL/2059/EXP/ES/2015","ESTACION DE SERVICIO JALTEPEC S.A. DE C.V.","Blvd. Quetzalcoatl No.1400  Col. Ejido Santa Ana Hueytlalpan  Tulancingo De Bravo","43710","","20.11256","-98.40538","15.79","17.56","",""
"3754","PL/2102/EXP/ES/2015","NAFTA Y LUBRIFICANTES  S.C. DE R.L. DE C.V.","Carretera Internacional al Norte Km. 10.28  El Habal","82270","","23.35103","-106.4131","15.94","17.71","17.04",""
"3757","PL/2081/EXP/ES/2015","ESTACION DE SERVICIO EL PALOMAR  S.A. DE C.V.","Domicilio Conocido s/n  Santo Tomas","22795","","31.55621","-116.4114","16.16","17.93","",""
"3761","PL/2158/EXP/ES/2015","EMPRESAS SAN PEDRO S.A. DE C.V.","Av. Tecnológico Y Calle Eugenio Zapata s/n  Terrazas","33106","","28.20759","-105.4507","16.12","18.08","17.39",""
"3762","PL/2083/EXP/ES/2015","PRODUCTOS REFINADOS DE CHIAPAS  S.A. DE C.V.","Boulevard Belisario Dominguez No.4588  Col. Juan Crispín  Tuxtla Gutiérrez  ","29020","","16.76073","-93.17657","15.73","17.5","16.8",""
"3763","PL/2106/EXP/ES/2015","EDUARDO DE LA GARZA  S. DE R.L. DE C.V. ","Av. Hidalgo No. 300 Norte  Colonia Centro  Linares  Nuevo León ","67700","","24.86079","-99.56744","16.46","18.22","17.54",""
"3766","PL/2084/EXP/ES/2015","FRANCISCO JAVIER CEDEÑO SERENO","Av. Acueducto No. 1879  Esquina Calle del Héroe  No. 55  Col. Lomas de Hidalgo  Morelia","58240","","19.69595","-101.1596","16.14","17.91","",""
"3768","PL/2207/EXP/ES/2015","SERVICIO LEYES DE REFORMA  S.A. DE C.V.","Canal de Tezontle No. 2623  Col. Leyes de Reforma  Iztapalapa","9310","","19.38326","-99.06647","16.32","18.2","",""
"3769","PL/2114/EXP/ES/2015","ARMANDO GARCIA MEZA","Carretera Vicente Guerrero-Villa Unión Km. 9  Gabriel Hernández  Nombre de Dios","34864","","23.82446","-103.9985","16.27","18.04","17.28",""
"3770","PL/2166/EXP/ES/2015","GASOLINERA LE Y BA  S.A. DE C.V.","Av. Capitán Alonso de León Sur No. 500  Barrio Zaragoza  Montemorelos","67530","","25.18585","-99.83432","16.23","18.11","16.96",""
"3772","PL/2228/EXP/ES/2015","GASOLINERAS SUREÑAS  S. DE R.L. DE C.V.","Carretera Federal Juxtlahuaca - Putla Km.2  Santiago Juxtlahuaca","69700","","17.32065","-98.01422","16.1","17.87","17.17",""
"3774","PL/2119/EXP/ES/2015","GASA GAS  S.A. DE C.V.","Calzada José Ramón Valdez No. 1102 Pte  s/c  Ciudad Guadalupe Victoria ","34700","","24.4471","-104.1346","16.27","18.04","17.28",""
"3775","PL/2183/EXP/ES/2015","GASOLINERA LE Y BA SA DE CV","Calle Zaragoza No.100 libramiento  General Terán","67400","","25.2539","-99.69927","16.46","","17.54",""
"3777","PL/2074/EXP/ES/2015","Jacinto Robles Ynteriano","Calle Catarino No.92  Centro  Acala","29370","","16.55702","-92.81257","15.73","17.5","16.8",""
"3778","PL/2172/EXP/ES/2015","SERVICIO LA HUERTA DE SAN JOSÉ  S.A. DE C.V.","Km 1.8 Entronque a Carr. 57 S/N  La Huerta  San José Iturbide","37980","","20.98819","-100.4028","","","17.09","1/5/2017 5:16:00 PM"
"3778","PL/2172/EXP/ES/2015","SERVICIO LA HUERTA DE SAN JOSÉ  S.A. DE C.V.","Km 1.8 Entronque a Carr. 57 S/N  La Huerta  San José Iturbide","37980","","20.98819","-100.4028","16.02","","","1/5/2017 5:17:00 PM"
"3778","PL/2172/EXP/ES/2015","SERVICIO LA HUERTA DE SAN JOSÉ  S.A. DE C.V.","Km 1.8 Entronque a Carr. 57 S/N  La Huerta  San José Iturbide","37980","","20.98819","-100.4028","","17.79","","1/5/2017 5:18:00 PM"
"3782","PL/2132/EXP/ES/2015","SERVICIO MODELO HERMANOS FELIX  S.A. DE C.V. ","Kino Y Pedro Trelles No.310  San Martin  Magdalena De Kino","84160","","30.62318","-110.9679","16.23","18.1","17.42","1/13/2017 12:17:00 AM"
"3783","PL/2169/EXP/ES/2015","GASOLINERA LE Y BA  S.A. DE C.V.","Libertad No. 900  Barrio Matamoros  Montemorelos","67500","","25.19348","-99.83957","16.23","18.11","16.96",""
"3786","PL/2077/EXP/ES/2015","PRODUCTOS REFINADOS DE CHIAPAS  S.A. DE C.V.","5° Norte Poniente No.2814  Centro  Tuxtla Gutierrez","29000","","16.76303","-93.143","15.73","17.5","",""
"3787","PL/2210/EXP/ES/2015","SERVICIO CHAVEZ  S.A. DE C.V.","Carretera Santiago Maravatio - Salvatierra Km.1  Santiago Maravatio","38970","","20.17761","-100.9981","16.16","","17.23",""
"3791","PL/2109/EXP/ES/2015","SERVICIO FLORIDO  S.A. DE C.V.","Blvd. El Refugio No.24261  Colonia El Florido  1ra Sección","22237","","32.46013","-116.8866","16.04","17.81","",""
"3793","PL/2186/EXP/ES/2015","GUILLIAN LIVIER CARRILLO GASTELUM","Río Ameca esquina Pascual Orozco No. 1601  Los Pinos  Culiacán","80128","","24.78825","-107.4111","16.24","18.01","",""
"3796","PL/2230/EXP/ES/2015","JUAN ANTONIO VERA CARRIZAL","Av. Manuel Gómez Morín No.134  Santa Cruz  San Jacinto Amilpas","68285","","17.07526","-96.74675","15.91","17.68","",""
"3800","PL/2178/EXP/ES/2015","Casafi  S.A.  De C.V.","Segunda Cerrada 5 de Mayo No. 56  Reforma  San Mateo Atenco","52120","","19.30116","-99.5685","15.97","17.74","17.04",""
"3801","PL/2089/EXP/ES/2015","OCRAMVI  S.A. DE C.V.","Álvaro Obregón Sur No.500  Miguel Alemán  Culiacán","80200","","24.79998","-107.3939","16.24","18.01","",""
"3803","PL/2188/EXP/ES/2015","Servicios Victoria  S.A. de C. V.","Plaza Victoria s/n  Centro","47400","","21.35789","-101.9278","16.09","17.86","17.16",""
"3805","PL/2075/EXP/ES/2015","Roberto Jacinto Robles Ramírez","Blvd. Belisario Dominguez No.1265  Centro  en Tuxtla Gutierrez","29000","","16.7541","-93.14156","15.73","17.5","16.8",""
"3806","PL/2098/EXP/ES/2015","Mario Saucedo Renoud ","Carretera Libre Tijuana-Ensenada No.10290  Col. Tejamen","22635","","32.49097","-117.0147","16.04","17.81","",""
"3807","PL/2134/EXP/ES/2015","GASOLINERA DEL SUR S.A. DE C.V.","Av. Hidalgo s/n   Barrio Nicatan  Tonalá","30500","","16.08703","-93.74578","15.74","17.51","16.81",""
"3810","PL/2049/EXP/ES/2015","SUPER SERVICIO CERRALVO S.A. DE C.V.","Carretera A Miguel Alemán Km.97  Centro  Cerralvo","65900","","26.09917","-99.59988","16.23","18.11","16.96",""
"3813","PL/2061/EXP/ES/2015","GASOLINERA EL LIBRAMIENTO SUR S.A. DE C.V. ","Libramiento Sur Oriente No.2651  Francisco I. Madero","29090","","16.73362","-93.09447","15.73","17.5","16.8",""
"3814","PL/2190/EXP/ES/2015","SERVICIOS LA CRUZ CEUTA SA DE CV","Maxipista Mazatlán Culiacán s/n  La Cruz  Elota","82700","","23.92017","-106.929","15.94","17.71","17.04",""
"3815","PL/2199/EXP/ES/2015","RICARDO CRUZ AGUILERA","Km. 27 Carretera Irapuato-La Piedad  Abasolo","36970","","20.48709","-101.4918","","17.92","17.22",""
"3817","PL/2193/EXP/ES/2015","Servicios Victoria  S.A. de C. V.","Libramiento Norte  Km. 3.500","47470","","21.37987","-101.9238","16.09","17.86","17.16",""
"3818","PL/2090/EXP/ES/2015","BLANCA DELIA CASTRO LOPEZ","General Amarillas No.29  San Ignacio  Río Muerto","85515","","27.41057","-110.2458","16.08","17.86","17.18","1/29/2017 1:20:00 PM"
"3819","PL/2163/EXP/ES/2015","SERVICIO XOCHIACA  S.A. DE C.V.","Av. Obrerismo Mz. 807  Lt 1   Col. Barrio Transportistas   Chimalhuacán ","75636","","19.43647","-98.97408","16.32","18.19","17.06",""
"3820","PL/2082/EXP/ES/2015","ROSA MARIA CONTRERAS MURATALLA","Carretera Nacional México-Guadalajara  Esq. L.Cárdenas  s/n  Col. Progreso  S.Tangamandapio","59920","","19.96207","-102.4388","16.29","18.06","17.36",""
"3822","PL/2164/EXP/ES/2015","CIBERGAS  S.A. DE C.V.","Av. Guerrero No. Exterior 32  Colonia Centro  Municipio de Jilotepec","54240","","19.9536","-99.52834","15.83","","16.92",""
"3824","PL/2094/EXP/ES/2015","MARIA ARACELI ALEMAN SOLIS","Obrero Mundial No.133  Col. Del Valle  Del. Benito Juárez","3100","","19.40145","-99.16228","16.33","18.2","",""
"3825","PL/2144/EXP/ES/2015","COMISIÓN DE SERVICIOS TORRES PANCARDOS S.A. DE C.V.","Av. Wilfrido C.Cruz s/n  Canatarranas","70680","","16.17174","-95.19212","15.74","17.51","16.81",""
"3828","PL/2105/EXP/ES/2015","NAFTA Y LUBRIFICANTES  S.C. DE R.L. DE C.V.","Av. Óscar Pérez Escobosa No.8102  Fracc. Real del Valle ","82124","","23.27621","-106.4266","15.94","17.71","17.04",""
"3829","PL/2091/EXP/ES/2015","COMBUSTIBLES DE HUAJUAPAN  S.A. DE C.V.","Boulevard Tierra del Sol No. 232  Agencia Las Ánimas  Heroica Ciudad de Huajuapan de León","69000","","17.78934","-97.78574","15.77","17.54","16.84",""
"3831","PL/2227/EXP/ES/2015","HIDROCARBUROS LA PAZ S.A. DE C.V.","Camino de Acceso a San Luis Coyotzingo No.11  San Luis Coyotzingo","74165","","19.20349","-98.4322","15.78","17.55","16.85","1/7/2017 11:59:00 PM"
"3832","PL/2085/EXP/ES/2015","Productos Refinados de Chiapas  S.A. de C.V.","20 Oriente Norte No. 950  Col. El Vergel  Tuxtla Gutiérrez ","29044","","16.75896","-93.09614","15.73","17.5","",""
"3838","PL/2143/EXP/ES/2015","SERVICIO ROBLEDO  S.A. DE C.V.","Clz. Tlalpan  No.971  Granjas Coapa   Tlalpan","14330","","19.29922","-99.1076","16.17","17.99","","1/20/2017 12:00:00 AM"
"3840","PL/2092/EXP/ES/2015","SERVICIO MERIDA  S.A DE C.V.","Mérida No.110  Col. Roma Norte  Delegación Cuauhtémoc","6700","","19.41905","-99.15728","16.32","18.19","",""
"3841","PL/2064/EXP/ES/2015","SUPER GASOLINERA GUERRERO  S.A. DE C.V.","Carrt. 57 Tramo Slp-Matehuala Km.60+300  Ejido San Lorenzo   Villa Hidalgo","78950","","22.56827","-100.6346","15.81","17.73","16.88",""
"3845","PL/2051/EXP/ES/2015","Operadora de Combustibles San Juan S.A. de C.V.","Blvd. Lic. Ramón Martín Huerta No. 544  Mi Nuevo San Juan  San Juan de los Lagos","47040","","21.25432","-102.3269","16.4","18.17","17.49",""
"3846","PL/2079/EXP/ES/2015","Combustibles y Lubricantes Santiago  S.A.","Carrt. Nacional km.253  Los Rodríguez  Santiago","67300","","25.46295","-100.1649","","","16.96","1/5/2017 6:01:00 PM"
"3846","PL/2079/EXP/ES/2015","Combustibles y Lubricantes Santiago  S.A.","Carrt. Nacional km.253  Los Rodríguez  Santiago","67300","","25.46295","-100.1649","16.23","18.11","","1/5/2017 6:02:00 PM"
"3848","PL/2198/EXP/ES/2015","SERVICIO EL NUEVO PEDREGAL  S.A. DE C.V.","Boulevard Adolfo Ruiz Cortines No. 5453  esquina 12a Oriente  Isidro Fabela  Tlalpan","14030","","19.30155","-99.16746","16.33","18.2","17.07",""
"3849","PL/2209/EXP/ES/2015","GRUPO QL  SA DE CV","Autopista México - Querétaro Km.45.8  Centro  Tepotzotlán","54600","","19.74034","-99.20985","16.27","18.14","17.01",""
"3850","PL/2179/EXP/ES/2015","Servicio SYS  S.A. DE C.V.","Calzada de las Americas 310   CTM  Cuauhtémoc","31510","","28.41614","-106.8795","16.12","18.08","17.39",""
"3851","PL/2072/EXP/ES/2015","GASOLINERA PEGASO DE OCCIDENTE  S.A. DE C.V.  ","Av. Colon No.4278  El Sauz  Tlaquepaque","45608","","20.61983","-103.3916","16.52","18.4","17.24","1/9/2017 3:00:00 PM"
"3852","PL/2135/EXP/ES/2015","COMBUSTIBLES GRUPO PC S.A. DE C.V.","Carrt. Federal Amozoc Teziutlan No.2226  Km.68.100  San Antonio Virreyes  Oriental","75020","","19.41496","-97.63725","15.71","17.48","16.78",""
"3854","PL/2057/EXP/ES/2015","Raymundo Gonzalez Parra","Manuel Palau No.400   Bocas","78400","","22.51882","-101.0186","15.81","","16.88",""
"3858","PL/2201/EXP/ES/2015","SERVICIO MADELL  S.A. DE C.V.","Avenida Del Peñon Lote 2  3 y 4 s/n  Xochitenco  Chimalhuacan  Estado de México","56334","","19.42437","-98.96779","16.17","17.99","16.95","1/14/2017 12:30:00 AM"
"3859","PL/2099/EXP/ES/2015","COMBUSTIBLES GRUPO PC  S.A. DE C.V.","Boulevard José María Morelos y Pavón No. 2A","75520","","18.9873","-97.45438","16.59","18.36","",""
"3860","PL/2145/EXP/ES/2015","SERVICIO NINFA  S.A. DE C.V.","Calle 18 Mz.24 Lt.3   Nezahualcoyotl  Estado de México","56340","","19.4027","-98.97974","16.32","18.19","",""
"3861","PL/2208/EXP/ES/2015","SERVICIO LIESYEZA  S.A. DE C.V.","Calle 12 No. 163  Estado de México Nezahualcoyotl  Estado de México ","57210","","19.42807","-99.04706","16.32","18.19","17.06",""
"3862","PL/2189/EXP/ES/2015","GRUPO GASOLINERO RIVAS SA DE CV","Riveras del Río No. 104  Ranchito de la Santa Cruz  Municipio de Valparaíso","99200","","22.77804","-103.562","16.4","18.17","17.49",""
"3866","PL/2107/EXP/ES/2015","NONOAVATEX  S.A. DE C.V.","Callejón a Nonoava s/n   Barrio de Los Moros  Nonoava","33170","","27.48201","-106.7372","16.54","","17.68","1/5/2017 11:47:00 AM"
"3866","PL/2107/EXP/ES/2015","NONOAVATEX  S.A. DE C.V.","Callejón a Nonoava s/n   Barrio de Los Moros  Nonoava","33170","","27.48201","-106.7372","","18.4","","1/5/2017 11:48:00 AM"
"3868","PL/2175/EXP/ES/2015","KANZ COMBUSTIBLES  S.A. DE C.V. ","Prolongación Ote. 6 No. 2724  Miguel Aleman  Orizaba","94340","","18.85254","-97.07985","15.62","17.39","16.69",""
"3869","PL/2146/EXP/ES/2015","GRUPO GASOLINERO RIVAS S.A. DE C.V.","Carrt. A El Orito 110  s/c  Zacatecas","98160","","22.75589","-102.595","16.11","17.9","",""
"3871","PL/2548/EXP/ES/2015","SERVICIOS CHIMABEL  S.A. DE C.V.","Ruperto Martínez Pte No. 748  Centro  Monterrey","64000","","25.6776","-100.3203","16.31","18.19","",""
"3873","PL/2390/EXP/ES/2015","PETROAGUILA  S.A. DE C.V.","Blvd. Lola Beltran No. 3577 Pte  Bacurimi  Culiacán","80300","","24.81271","-107.4503","16.24","18.01","17.34",""
"3874","PL/2462/EXP/ES/2015","SERVICIO BARAL  S.A. DE C.V.","Carretera Tampico-Mante No.800  Colonia Las Américas  Tampico","89329","","22.30603","-97.88206","15.37","17.14","","1/1/2017 12:00:00 AM"
"3876","PL/2242/EXP/ES/2015","SERVICIO ACAMBARO S.A. DE C.V.","Prolongación Vicente Guerrero No.184   Rancho Grande   Acámbaro","38620","","20.0368","-100.7317","16.09","17.86","",""
"3877","PL/2449/EXP/ES/2015","ESTACION DE SERVICIO OAXACA S.A. DE C.V.","Av. Montoya No.1500  Agencia De Montoya  Oaxaca De Juárez","68036","","17.07408","-96.7562","15.91","17.68","16.99",""
"3880","PL/2423/EXP/ES/2015","SERVICIO ZONA INDUSTRIAL S.A. DE C.V.","Alfredo Del Mazo No.374  Zona Industrial Toluca  Toluca ","50071","","19.2949","-99.62721","15.97","17.74","17.04",""
"3881","PL/2394/EXP/ES/2015","PETROAGUILA  S.A. DE C.V.","Av. Alvaro Obregón No. 1802 Sur  Fracc. Colinas de San Miguel  Culiacán","80228","","24.7881","-107.395","16.24","18.01","",""
"3884","PL/2523/EXP/ES/2015","Grupo Jimmex  S.A. de C.V.","Autopista México - Querétaro Km 59.800 Lado 2  San Miguel de los Jagueyes  Huehuetoca ","54680","","19.84079","-99.27819","15.83","17.6","16.92",""
"3885","PL/2433/EXP/ES/2015","SERVICIO SAHUAYO S.A. DE C.V.","Blvd. Lázaro Cárdenas No.1252 Sur  Fracc. Prados Verdes  Sahuayo","59000","","20.04229","-102.7169","16.59","18.36","",""
"3886","PL/2463/EXP/ES/2015","ESTACION DE SERVICIO LA NORIA NAPATECO  S.A. DE C.V.","Avenida Principal No.4210  Colonia Napateco  Tulancingo","43629","","20.1375","-98.34805","15.79","17.56","",""
"3887","PL/2517/EXP/ES/2015","COMERCIALIZADORA OPTIMOS S.A. DE C.V.","Tramo Carretero Estación Paty -Vista Hermosa Km 14","59250","","20.33327","-102.2309","16.29","18.06","17.36",""
"3891","PL/2392/EXP/ES/2015","SERVICIOS INTEGRALES DE TLAQUEPAQUE  S.A. DE C.V.","Juan de la Barrera No. 6490  Romita  San Pedro Tlaquepaque","45598","","20.59286","-103.3338","16.52","18.4","17.24",""
"3892","PL/2545/EXP/ES/2015","SERVICIOS CHIMABEL  S.A. DE C.V.","Bernardo Reyes No.2619  Bella Vista  Monterrey","64410","","25.69972","-100.3248","16.31","18.19","17.03",""
"3895","PL/2534/EXP/ES/2015","PETROMAR DEL GOLFO  S.A. DE C.V.","Km. 2.700 Carretera Poza Rica - Coatzintla Lote 36 y 37 No. 814","93230","","20.50939","-97.4689","15.48","17.25","16.57",""
"3896","PL/2508/EXP/ES/2015","SERVICIO ATLAUTENCO  S.A. DE C.V. ","Carrt. Federal Lechería-Texcoco Km.12  Santa Cruz Venta De Carpio  Ecatepec De Morelos","55065","","19.61478","-99.00144","16.32","18.2","17.07",""
"3897","PL/2320/EXP/ES/2015","Estacion cincuenta y uno  S.A. de C.V. ","Adolfo López Mateos No. 2  Col. Benito Juárez  Delegación Gustavo A. Madero","7290","","19.53148","-99.14192","16.33","18.2","",""
"3898","PL/2489/EXP/ES/2015","Servicio Roky  S. A. de C. V.","Av. Central No. 140  Colonia Ciudad Azteca  Ecatepec de Morelos","55120","","19.54076","-99.02561","16.32","18.2","","1/7/2017 11:00:00 AM"
"3902","PL/2547/EXP/ES/2015","SERVICIOS CHIMABEL  S.A. DE C.V.","Santo Domingo No.101  Miraflores Sector 1  San Nicolas de los Garza","66410","","25.75474","-100.2768","16.31","18.19","",""
"3904","PL/2453/EXP/ES/2015","OPERADORA DE COMBUSTIBLES SAN JOSE. S. DE R.L. DE C.V.","K.m. 5 Libramiento Riveras de Atoyac No.500  San Jacinto Amilpas","68285","","17.10817","-96.76149","15.91","17.68","16.99",""
"3905","PL/2450/EXP/ES/2015","RICARDO CRUZ AGUILERA","Km. 0.5 Carretera Abasolo- Estación Joaquín  Abasolo","36970","","20.46765","-101.5269","16.14","","17.22",""
"3908","PL/2298/EXP/ES/2015","MULTISERVICIOS OTTO S.A. DE C.V.","Blvd. Tecnológico No.1120  Villa Las Palmas Aguascalientes","20263","","21.86443","-102.2362","16.16","17.93","17.23","1/20/2017 6:05:00 PM"
"3913","PL/2383/EXP/ES/2015","AUTOSERVICIO GASHR  S.A. DE C.V.","Autopista Guadalajara-Colima (Cuerpo B) Km.1900  Acatlán De Juárez","45700","","20.41271","-103.5574","16.52","18.4","17.24",""
"3919","PL/2382/EXP/ES/2015","COMBUSTIBLES TOLUCA S.A. DE C.V.","Av. Solidaridad Las Torres No.614   Isidro Fabela Ampliación  Toluca ","50170","","19.27128","-99.66434","15.97","17.74","17.04",""
"3922","PL/2355/EXP/ES/2015","SERVICIO ANILLO VIAL  SA DE CV","Carretera Jaral - Valle Km.16.4  Valle de Santiago","38400","","20.39678","-101.1789","16.14","17.92","17.22",""
"3923","PL/2469/EXP/ES/2015","SERVICIO LOS LAGOS  S.A. DE C.V.","Blvd. Ramón Martín Huerta No.1824  Col. Los Lagos  Municipio de San Juan de Los Lagos","47030","","21.27908","-102.2937","","","17.49","1/6/2017 1:57:00 PM"
"3923","PL/2469/EXP/ES/2015","SERVICIO LOS LAGOS  S.A. DE C.V.","Blvd. Ramón Martín Huerta No.1824  Col. Los Lagos  Municipio de San Juan de Los Lagos","47030","","21.27908","-102.2937","16.4","","","1/6/2017 1:58:00 PM"
"3923","PL/2469/EXP/ES/2015","SERVICIO LOS LAGOS  S.A. DE C.V.","Blvd. Ramón Martín Huerta No.1824  Col. Los Lagos  Municipio de San Juan de Los Lagos","47030","","21.27908","-102.2937","","18.17","","1/6/2017 1:59:00 PM"
"3924","PL/2541/EXP/ES/2015","GASOLINERA ISRAEL 57  S.A. DE C.V.","Av. Benito Juárez No. 1975 Fracc. Cumbres San Luis Potosí","78290","","22.13312","-100.9291","15.81","17.73","16.88",""
"3925","PL/2311/EXP/ES/2015","PETROMAR DEL GOLFO S.A. DE C.V. ","Blvd. Capitán Carlos Camacho Espíritu No 161 C  San Francisco Totimehuacan","72595","","18.96381","-98.1746","15.78","17.55","16.85",""
"3927","PL/2295/EXP/ES/2015","AUTO CENTRO BOULEVARD S.A. DE C.V.","Libramiento Sur Poniente No.3459  Mactumatza  Tuxtla Gutiérrez","29059","","16.74876","-93.151","15.73","17.5","16.8",""
